,Borough,Neighbourhood,Venue,Venue_id,Category,Location.lat,Location.lng
721,Etobicoke,"Bloordale Gardens,Eringate,Markland Wood,Old Burnhamthorpe",Petro-Canada,4ba115b0f964a520469637e3,Gas Station,43.579394,-79.652447
729,Etobicoke,"Bloordale Gardens,Eringate,Markland Wood,Old Burnhamthorpe",Petro-Canada,4c6f35e9df6b8cfa6eb2b44d,Gas Station,43.668929999999996,-79.738164
734,Etobicoke,"Bloordale Gardens,Eringate,Markland Wood,Old Burnhamthorpe",Super Wash (Petro Canada),51c8da79498e432886f7e1d2,Car Wash,43.57326367726665,-79.6581183894915
737,Etobicoke,"Bloordale Gardens,Eringate,Markland Wood,Old Burnhamthorpe",auto salon,4f45220fe4b09357802dd6fe,Car Wash,43.647588343453705,-79.7077205599376
739,Etobicoke,"Bloordale Gardens,Eringate,Markland Wood,Old Burnhamthorpe",Superglide Carwash,52f640e3498e00dec25eeb6b,Car Wash,43.6365966796875,-79.71487426757812
742,Etobicoke,"Bloordale Gardens,Eringate,Markland Wood,Old Burnhamthorpe",Superwash,51e409bd498ec9be3bf621cd,Car Wash,43.57969665527344,-79.65270233154297
754,Etobicoke,"Bloordale Gardens,Eringate,Markland Wood,Old Burnhamthorpe",Victory Car Wash,4f9176d1e4b0277c98c2d860,Car Wash,43.66281383939037,-79.73096401357355
803,East Toronto,The Beaches,Parkway Car Wash,4c76fa5ff24737044cc464eb,Car Wash,43.775129621432065,-79.3389343948576
834,East Toronto,The Beaches,Shell Car Wash,5a8f410a47f8761262a97865,Car Wash,43.665684999999996,-79.383914
849,Downtown Toronto,Berczy Park,Petro-Canada,5831e764dc33297bf0c0f6d5,Car Wash,43.6689425842313,-79.48336958885194
868,Downtown Toronto,Berczy Park,Crosstown Car Wash,4b6dc1dff964a520f28c2ce3,Car Wash,43.6653570740547,-79.47623491287231
1074,Downtown Toronto,Christie,Mr. Shine,51421dcde4b013872b91e03f,Car Wash,43.76853,-79.41270300000001
